Species,Family,locomotion,hunting,diet,diet2,diet_functional,bayou_reg_size,bayou_reg_hbER,bayou_reg_headER,bayou_reg_AEI_S,bayou_reg_rib_sc,geomean,hbER,headER,bodyER,AEI_C,AEI_T,AEI_L,AEI_S,hindlimb_len,forelimb_len,body_length,avgRibLength,ln_se_geomean,ln_se_hbER,ln_se_headER,ln_se_headER.1,ln_se_bodyER,ln_se_AEI_C,ln_se_AEI_T,ln_se_AEI_L,ln_se_AEI_S,ln_se_avgRibLength
Lutrogale_perspicillata,16Mustelidae,semi_aquatic,aquatic,aquatic,omnivore,aquatic,lutrinae,lutrinae,base,base,musteloid,108.7764963,5.747118644,2.855693069,4.629733656,3.808166738,6.458444056,3.567060459,1.573867854,172.68,141.18,478.02,103.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martes_americana,16Mustelidae,semi_arboreal,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustelid,base,base,musteloid,57.57407931,6.797637945,3.016921312,5.36925743,4.9044093,9.240822031,6.191704955,2.280506061,142.7871429,112.3271429,305.4771429,56.97142857,0.034587164,0.01359681,0.013824945,0.013824945,0.01423826,0.008141016,0.023631238,0.010876179,0.038183458,0.035540047
Martes_flavigula,16Mustelidae,semi_arboreal,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustelid,base,base,musteloid,77.50186487,6.367332656,2.906439407,5.098873396,4.610314399,9.064885237,5.830319614,2.068115186,183.67,145.5685714,395.5942857,78.72857143,0.056076953,0.037180375,0.031870432,0.031870432,0.03512713,0.025854209,0.037263649,0.032128996,0.025767371,0.077395142
Martes_foina,16Mustelidae,semi_arboreal,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustelid,base,base,musteloid,57.30445861,6.231477223,2.975303323,4.955578593,5.098009313,9.051997777,6.269610777,2.358109435,139.6783333,108.375,299.9633333,60.53333333,0.025708442,0.008213635,0.019773239,0.019773239,0.008071086,0.023688316,0.020572436,0.018183437,0.026754263,0.018928821
Martes_martes,16Mustelidae,semi_arboreal,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustelid,base,base,musteloid,58.34776703,5.849291339,3.015180266,4.598110236,4.075114177,8.465935527,6.489151367,2.263274336,148.71,114.85,291.98,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meles_leucurus,16Mustelidae,semi_fossorial,semi_fossorial,insectivore,omnivore,invertebrates,musteloid,base,base,base,musteloid,91.84881064,5.310075949,2.825187484,4.203746835,4.028205278,7.489423319,3.335402763,1.650608519,171.3,149.58,415.12,98.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meles_meles,16Mustelidae,semi_fossorial,semi_fossorial,insectivore,omnivore,invertebrates,musteloid,base,base,base,musteloid,104.4525799,4.825756612,2.472728795,3.786181853,3.7374882,6.473121635,3.042788913,1.585860727,185.695,170.82,437.045,116.475,0.047067094,0.045797928,0.041567278,0.041567278,0.050020245,0.01411855,0.024442162,0.038496037,0.131710708,0.071941514
Mellivora_capensis,16Mustelidae,semi_fossorial,occasional,carnivore,weasel-hyper,vert_flesh,musteloid,base,base,base,musteloid,106.451256,5.186002281,2.556945286,4.006989113,3.322519072,6.960070583,2.863629631,1.387256358,211.4228571,197.2171429,452.8942857,113.7142857,0.0468159,0.03233315,0.02447254,0.02447254,0.034798964,0.025268095,0.026485606,0.044532991,0.036090578,0.045203916
Melogale_moschata,16Mustelidae,semi_arboreal,occasional,omnivore,weasel-hyper,invertebrates,musteloid,mustelid,base,base,musteloid,58.1899942,5.917972848,2.722983723,4.572194932,3.894775414,6.696566204,4.136087728,1.537252925,107.8,90.8475,252.4225,55.35,0.020045012,0.023757052,0.037164159,0.037164159,0.026149442,0.021404498,0.043602335,0.034579354,0.056961446,0.032923433
Melogale_personata,16Mustelidae,semi_arboreal,occasional,omnivore,weasel-hyper,invertebrates,musteloid,mustelid,base,base,musteloid,58.94670717,5.779002762,2.73207294,4.526636989,3.794270219,7.294272416,4.579733038,1.535712714,111.875,92.295,262.255,58.1,0.081317505,0.038401077,0.006196056,0.006196056,0.049741416,0.0678133,0.225155193,0.174866509,0.094207586,0.051681075
Mustela_altaica,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,33.36052563,7.392661861,3.144679024,5.83786604,5.165966122,10.2736758,6.678971344,1.763026422,66.376,54.974,180.368,30.98,0.050977605,0.01465727,0.027521191,0.027521191,0.014117685,0.022440899,0.016932464,0.03138119,0.073707477,0.060331664
Mustela_erminea,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,29.32148399,7.438153592,3.073034426,5.902183896,4.935088059,12.14417588,7.087856035,1.672384461,59.46833333,47.565,161.945,27.75,0.087873286,0.027069477,0.056855915,0.056855915,0.024153662,0.041555918,0.027910346,0.069113425,0.081698873,0.101478394
Mustela_eversmanii,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,57.01875209,6.600544279,3.178147171,5.426288022,4.976759634,11.17656722,7.187285456,2.088198639,100.015,81.465,325.17,60.3,0.107042963,0.051293378,0.029152154,0.029152154,0.04028216,0.008433708,0.025572034,0.007535466,0.075526625,0.163974729
Mustela_frenata,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,35.21222498,6.983703238,3.05214512,5.539227563,4.822346547,9.902390299,6.329340475,2.084119339,67.193,52.987,186.594,33.8,0.035321278,0.014009305,0.013929742,0.013929742,0.013119191,0.023306933,0.031094055,0.021928915,0.033942057,0.038836778
Mustela_itatsi,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,49.21501883,6.884841861,3.386914834,5.572183892,5.317070096,7.815453087,6.2254754,1.753158406,102.34,76.52,254.91,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mustela_kathiah,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,31.23413917,8.220625724,3.455927052,6.534229432,5.506947052,11.26647966,6.349914237,2.151394422,62.64,48.6,176.22,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mustela_nigripes,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,51.65681474,7.140592126,3.245412112,5.8083931,5.052610956,10.99504256,6.830179656,2.218805714,95.85555556,81.94888889,292.4977778,50.51111111,0.023682873,0.016012778,0.018804367,0.018804367,0.015284857,0.03189711,0.023624262,0.023640564,0.055938121,0.028475207
Mustela_nivalis,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,21.30022092,7.501734758,2.986420697,5.899968573,4.706316635,11.5546287,8.032756422,2.200990991,37.785,31.085,118.065,20,0.078123876,0.000417251,0.027461093,0.027461093,0.007415829,0.033634496,0.028791656,0.018006407,0.023785746,0.075141102
Mustela_nudipes,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,46.17515166,7.472053472,3.449275362,6.058017081,5.840827338,10.14841305,5.786432562,1.855324074,91.88,71.34,254.91,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mustela_putorius,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,46.36707095,6.974220433,3.435669495,5.641892822,4.857670456,11.11397161,7.511641973,2.061416795,91.36428571,71.94428571,260.08,46.48571429,0.022859502,0.034527117,0.01287272,0.01287272,0.034808013,0.023287428,0.023507982,0.017863421,0.027616593,0.045362799
Mustela_sibirica,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,46.15859657,7.235739004,3.026687005,5.814075679,4.940845023,9.012054043,6.111963564,1.851185083,92.245,69.43833333,241.1733333,41.56666667,0.071248506,0.022622528,0.022176128,0.022176128,0.024224052,0.007991209,0.023505779,0.040945442,0.036378349,0.073446146
Mustela_vison,16Mustelidae,terrestrial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustela,mustela,base,musteloid,50.07067105,7.127129395,3.194915983,5.742828358,4.928079046,9.788958409,5.755883774,1.77817685,92.8475,72.95625,265.6775,46.625,0.034765292,0.024114629,0.008435563,0.008435563,0.023694548,0.021440417,0.018832645,0.016538548,0.075985258,0.052731948
Pekania_pennanti,16Mustelidae,semi_arboreal,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,mustelid,base,base,musteloid,83.19818682,6.066529673,2.95624818,4.762737706,4.756509601,7.9964872,5.136485245,2.242952798,197.3366667,162.5316667,406.8583333,85.65,0.043456128,0.018432556,0.039013508,0.039013508,0.018269534,0.016787978,0.02805047,0.02199166,0.054583643,0.040514774
Poecilogale_albinucha,16Mustelidae,semi_fossorial,pounce,carnivore,weasel-hyper,vert_flesh,musteloid,poecilogale,base,base,musteloid,38.61562936,8.363804475,3.120752734,6.749814786,5.560288861,12.16979749,5.617988597,1.371039675,64.55666667,52.69333333,226.19,33.53333333,0.092514666,0.0129901,0.051507464,0.051507464,0.010466226,0.023630463,0.021961584,0.016422195,0.067297337,0.080343534
Pteronura_brasiliensis,16Mustelidae,semi_aquatic,aquatic,aquatic,omnivore,aquatic,lutrinae,mustelid,base,base,pteronura,145.4085489,6.875616152,2.679565188,5.655395215,3.980233275,7.393186446,3.046152656,1.880755987,202.398,169.326,687.078,121.78,0.028803712,0.021395099,0.02311741,0.02311741,0.019745906,0.03473963,0.017149413,0.033732889,0.132195379,0.041586693
Taxidea_taxus,16Mustelidae,semi_fossorial,semi_fossorial,carnivore,omnivore,vert_flesh,musteloid,base,base,base,musteloid,99.04666918,4.60227982,2.815382634,3.461446321,3.098047521,5.514379215,2.928079936,1.35271533,174.31875,172.29875,384.708,111.3875,0.013573558,0.014426805,0.016085999,0.016085999,0.014148748,0.015685013,0.022417307,0.042271109,0.022790405,0.024164451
